pos	id	title	duration_s	words	sentences	wps	verdict	provenance
1888	UFvcLSQHODw	EEVblog #190 - Live Show #9	6703	16274	33	493.2	needs-whisper	whisper-large-v3
1889	WUZuyL4eRCQ	iRiver Story HD eBook Reader TEARDOWN - EEVblog #189	882	2284	174	13.1	good	youtube-asr
1890	hXWKOoy20Rs	iRiver Story HD Google Ebook Reader Review - EEVblog #188	2551	7475	2	3737.5	needs-whisper	whisper-large-v3
1891	3K04bHJJQQA	EEVblog #187 - Tektronix TDS2024C Oscilloscope Teardown	1337	3058	248	12.3	good	youtube-asr
1892	b9FC9fAlfQE	EEVblog #186 - Soldering Tutorial Part 3 - Surface Mount	2396	6862	413	16.6	good	youtube-asr
1893	ql7J_tFBVfY	The Amp Hour #51 - Vafrous Video Vaniloquence	3979	12650	1343	9.4	good	youtube-asr
1894	AAu0O_0Ezps	EEVblog #185 - Fluke 87V Multimeter GSM Fix!	1038	2801	207	13.5	good	youtube-asr
1895	NA-MA3PJpKw	EEVblog #184 - Open Hardware Multimeter Concept	1058	3123	0	3123.0	needs-whisper	whisper-large-v3
1896	fYz5nIHH0iY	EEVblog #183 - Soldering Tutorial Part 2	2046	5848	379	15.4	good	youtube-asr
1897	t6pLlA5YfSs	EEVblog #182 - Rode Videomic Shotgun Microphone Hack	816	2394	192	12.5	good	youtube-asr
1898	q53uPn1mKc0	EEVblog #181 - Dead Bug Prototype Soldering	691	1613	93	17.3	good	youtube-asr
1899	J5Sb21qbpEQ	EEVblog #180 - Soldering Tutorial Part 1 - Tools	1634	4632	307	15.1	good	youtube-asr
1900	M8P4w9hnKls	Mitsubishi iMiEV Electric Car Test Drive - EEVblog #179	1637	4437	575	7.7	good	youtube-asr
1901	lmGi7BZS5NM	EEVblog #178 - Agilent's U1272A Response	325	868	80	10.8	good	youtube-asr
1902	Sk4ZLHKuNAY	EEVblog #177 - Baby Scale Calibration	253	573	93	6.2	good	youtube-asr
1903	A6mKd5_-abk	EEVblog #176 - Lithium Ion/Polymer Battery Charging Tutorial	2358	6321	441	14.3	good	youtube-asr
1904	dzrtEYmuQJQ	EEVblog #175 - Project Sagan	293	775	0	775.0	needs-whisper	whisper-large-v3
1905	DdWle_gnjF4	EEVblog #174 - Renesas RX Design Contest Winners	1542	4024	2	2012.0	needs-whisper	whisper-large-v3
1906	gUpPJ8HLEEA	EEVblog #173 - Gossen Metrahit Energy Multimeter Teardown	969	2609	206	12.7	good	youtube-asr
1907	JQLDIrS8deU	EEVblog #172 - DIY Acoustic Sound Panels	881	2314	5	462.8	needs-whisper	whisper-large-v3
1908	YsTZuPN7wQQ	EEVblog #171 - Agilent U1272A Multimeter Teardown	1267	3532	275	12.8	good	youtube-asr
1909	1fC382Tog0k	EEVblog #170 - Agilent U1272A Multimeter FAIL	391	909	114	8.0	good	youtube-asr
1910	EGklBtcRsVM	EEVblog #169 - Samson StudioDock 4i USB Monitor Speaker Review	999	0	0	0	no-captions	whisper-large-v3
1911	R_PbjbRaO2E	EEVblog #168 - How To Set Up An Electronics Lab	1629	4822	417	11.6	good	youtube-asr
1912	vva2t21sOAs	EEVblog #167 - Atten 858D Hot Air Rework Review	1421	4105	358	11.5	good	youtube-asr
1913	_5xZyROzUmA	555 Contest Australian Winner	179	411	0	411.0	needs-whisper	whisper-large-v3
1914	-04CQ0Mug1o	EEVblog #166 - HP Agilent E3610A Lab Power Supply	993	2706	201	13.5	good	youtube-asr
1915	ZL1Jta1j42c	EEVblog #165 - Problem Solved	99	184	0	184.0	needs-whisper	whisper-large-v3
1916	Xjlxj0HDcw4	EEVblog #164 - Agilent Fly To The Moon	400	1140	7	162.9	needs-whisper	whisper-large-v3
1917	jSZbkR9vNzI	EEVblog #163 - Solder Paste Porn	667	1736	0	1736.0	needs-whisper	whisper-large-v3
1918	KFCRB4d991E	EEVblog #162 - Ceramic Capacitor Piezoelectric Effect on an Oscilloscope	580	1557	104	15.0	good	youtube-asr
1919	YwxtiP-re_o	State of Electronics - Roll Call	592	1641	0	1641.0	needs-whisper	whisper-large-v3
1920	mtBTXY5DNrs	EEVblog #161 - 555 April Fools Revealed	188	508	1	508.0	needs-whisper	whisper-large-v3
1921	XZ4r8Rc5aus	EEVblog#160 - 555 Timer Easter Egg?	805	2107	173	12.2	good	youtube-asr
1922	ta096oBzSac	EEVblog #159 - Oscilloscope Trigger Holdoff Tutorial	1264	3736	267	14.0	good	youtube-asr
1923	ICQXqVy3Hpc	EEVblog #158 - AVR ISP MK2 + LM317 Regulator Tutorial	1911	5268	376	14.0	good	youtube-asr
1924	IMEAUXa3RAI	EEVblog #157 - Angry Birds	54	97	0	97.0	needs-whisper	whisper-large-v3
1925	x_JFwNFPqlM	EEVblog #156 - HTC Desire Mobile Phone FAIL	124	238	31	7.7	good	youtube-asr
1926	CqDUjskHIXc	EEVblog #155 - ITead Studio PCB Prototype Goof	1041	2938	1	2938.0	needs-whisper	whisper-large-v3
1927	BCrWuuxQv1c	EEVblog #154 - Live Show #8	7087	15326	11	1393.3	needs-whisper	whisper-large-v3
1928	OxlCoKN4W7c	EEVblog #153 - YouScope Demo on a Digital Scope	544	1126	0	1126.0	needs-whisper	whisper-large-v3
1929	Mh66wqwuZww	EEVblog #152 - Jurassic Spider	288	632	0	632.0	needs-whisper	whisper-large-v3
1930	3WeDfEG7kxA	EEVblog #151 - Extech Multimeter Canyon Trip	1085	1358	186	7.3	good	youtube-asr
1931	pRL0Wy2-gXk	EEVblog #150 - Agilent Easter Egg	114	280	0	280.0	needs-whisper	whisper-large-v3
1932	zdbuSZVYewg	EEVblog #149 - Agilent Infiniivision 3000 X Series Oscilloscope Review	1530	4313	256	16.8	good	youtube-asr
1933	os1agF35jxU	EEVblog #148 - Agilent 3000 X Series Infiniivision Oscilloscope Teardown	1742	4048	223	18.2	good	youtube-asr
1934	yBRTHLxZTks	EEVblog #147 - Agilent 3000 $12000 Smoke	194	432	49	8.8	good	youtube-asr
1935	-mFaVUonHKo	EEVblog #146 - Digikey Postage FAIL	199	488	0	488.0	needs-whisper	whisper-large-v3
1936	hy1TYKetIpM	EEVblog #145 - Agilent LAN/VGA Module Teardown	743	2058	0	2058.0	needs-whisper	whisper-large-v3
1937	fGxusFBMDR0	EEVblog #144 - Agilent 2000 X Series Infiniivision Oscilloscope Teardown	1055	1844	0	1844.0	needs-whisper	whisper-large-v3
1938	S62G0F4B1q0	EEVblog #143 - Agilent 2000 X Series Infiniivision Oscilloscope Review	3708	11081	6	1846.8	needs-whisper	whisper-large-v3
1939	Qo7sWu8iQRM	EEVblog #142 - Electronics Magazine Memories	1582	4125	441	9.4	good	youtube-asr
1940	uT4hKd66UY4	EEVblog #141 - AA Alkaline Battery Capacity Measurement	1181	3292	234	14.1	good	youtube-asr
1941	R8hTQXqURB4	EEVblog #140 - Battery Capacity Tutorial	1741	4583	301	15.2	good	youtube-asr
1942	-V_p1GBH4pk	EEVblog #139 - Let's Select a DC-DC Boost Converter	4057	10646	1029	10.3	good	youtube-asr
1943	0ly9L4ZaUyg	Top Geek?	146	327	0	327.0	needs-whisper	whisper-large-v3
1944	daxit0dupF0	EEVblog #138 - Top 5 Tips for Graduate Engineers	705	1958	0	1958.0	needs-whisper	whisper-large-v3
1945	H4TP0i917Ro	EEVblog #137 - BK Precision 879B Handheld LCR Meter Review	2113	6050	505	12.0	good	youtube-asr
1946	9YOlvW1ZFfk	EEVblog #136 - Building an Electronics Storage Cupboard	308	474	0	474.0	needs-whisper	whisper-large-v3
1947	lypYZxIDBDs	EEVblog #135 - Kindle Case Mythbusting	935	2655	195	13.6	good	youtube-asr
1948	yPdeAk17Vys	EEVblog #134 - The Maxim Manipulation	929	2814	219	12.8	good	youtube-asr
1949	QvyHNVQZcHw	EEVblog #133 - Dodgy Digikey Components	1060	2803	262	10.7	good	youtube-asr
1950	MBEkP_zKKcg	EEVblog #132 - Delusional Dyson Marketing	173	402	0	402.0	needs-whisper	whisper-large-v3
1951	85H1Y9T4-qU	EEVblog #131 - Live Show #7	6753	15967	11	1451.5	needs-whisper	whisper-large-v3
1952	fk8GCKO5mw4	EEVblog #130 - The µCalc Credit Card Scientific Calculator / Computer	1251	3717	15	247.8	needs-whisper	whisper-large-v3
1953	TyDyAHAfN7Q	EEVblog #129 - US Airline TSA Security & Australia Post $9 fee	335	939	0	939.0	needs-whisper	whisper-large-v3
1954	F4eoHqZ5s4U	EEVblog #128 - UEI Multimeter Contest Draw	412	963	1	963.0	needs-whisper	whisper-large-v3
1955	VXE_dh38HjU	EEVblog #127 - PCB Design For Manufacture Tutorial - Part 1	3046	8865	551	16.1	good	youtube-asr
1956	YYsKnk_cLFM	EEVblog #126 - The Free Sample Fallacy	237	700	0	700.0	needs-whisper	whisper-large-v3
1957	6-OLazTJhP0	EEVblog #125 - Soup to Nuts with Free Software	3589	9334	0	9334.0	needs-whisper	whisper-large-v3
1958	XesfMfS5usY	EEVblog #124 - A Tour of Apex Electronics	919	1535	0	1535.0	needs-whisper	whisper-large-v3
1959	monjMGwDAcE	EEVblog #123 - Top 5 Tips for Semiconductor Manufacturers	510	1274	1	1274.0	needs-whisper	whisper-large-v3
1960	c_ZhkT2E7Fw	EEVblog #122 - Renesas RX Design Contest Announcement	717	1734	1	1734.0	needs-whisper	whisper-large-v3
1961	zAgtLkFTEvY	EEVblog #121 - gEDA Interview with DJ Delorie	722	2273	169	13.4	good	youtube-asr
1962	WI4xIJFl6to	EEVblog #120 - Renesas Devcon Day 4	688	1779	1	1779.0	needs-whisper	whisper-large-v3
1963	_gzOaHXmlFI	EEVblog #119 - Renesas Devcon Day 3	1234	3147	7	449.6	needs-whisper	whisper-large-v3
1964	MMR-lOm-FfA	EEVblog #118 - Renesas Devcon 2010 Day 2	1139	2450	298	8.2	good	youtube-asr
1965	zxnDKxNYpEU	EEVblog #117 - Renesas Devcon 2010 Day 1	873	2346	293	8.0	good	youtube-asr
1966	9GTgQrP5_c8	State Of Electronics - Documentary Trailer	206	648	0	648.0	needs-whisper	whisper-large-v3
1967	Prl6D7bqQo8	EEVblog #116 - Retro Teardown - Tandy Radio Shack TRS-80 Model 100	1246	3186	278	11.5	good	youtube-asr
1968	zEA5MfllPdg	EEVblog #115 - Extech 380193 LCR Meter Review	1774	5298	468	11.3	good	youtube-asr
1969	xMxRNVm7FLw	EEVblog #114 - Electronex 2010 Electronics Exhibition	1358	3688	422	8.7	good	youtube-asr
1970	AwFeBfGoEXI	EEVblog #113 - Live Show #6	5676	13120	16	820.0	needs-whisper	whisper-large-v3
1971	1urLVq0OLgY	How to Entertain a Geek - Sanitised Version	89	187	0	187.0	needs-whisper	whisper-large-v3
1972	-13Q-UsXKQM	EEVblog #112 - GSM vs The Fluke 87V Multimeter	889	1973	261	7.6	good	youtube-asr
1973	ZjeqsSZw0s4	EEVblog #111 - Live Show #5	5012	13007	12	1083.9	needs-whisper	whisper-large-v3
1974	6a-jcaTn170	How to Entertain a Nerd	90	180	31	5.8	good	youtube-asr
1975	qGp82xhybs4	EEVblog #110 - Let's Design a DC to DC Switchmode Converter	2244	6279	508	12.4	good	youtube-asr
1976	lD-wPmowR-Y	"Amazon Kindle 3 3G/GSM/WiFi 6"" TEARDOWN - EEVblog #109"	999	2623	229	11.5	good	youtube-asr
1977	VYtuk98vuMg	Amazon Kindle 3 3G GSM/WiFi Review - EEVblog #108	1865	5442	5	1088.4	needs-whisper	whisper-large-v3
1978	wse5Kyr9ffE	EEVblog #107 - Live Show #4	5108	13325	22	605.7	needs-whisper	whisper-large-v3
1979	Z7BL1O0xCcY	EEVblog #106 - Top 5 Tips To Bring Your Product to Market (and why Patents are a BAD idea)	773	2108	168	12.5	good	youtube-asr
1980	8ruFVmxf0zs	EEVblog #105 - Electronics Thermal Heatsink Design Tutorial	1896	5126	331	15.5	good	youtube-asr
1981	09y3VyCb0aM	EEVblog #104 - Live Show #3	3493	8941	2	4470.5	needs-whisper	whisper-large-v3
1982	RrGR-f1VNHI	EEVblog #103 - World's Largest Laser Hologram with Dr Phil	559	1213	114	10.6	good	youtube-asr
1983	8xX2SVcItOA	EEVblog #102 - DIY Constant Current Dummy Load for Power Supply and Battery Testing	1149	3291	199	16.5	good	youtube-asr
1984	AI0Q6-h3EGU	EEVblog #101 - Hacking your own Peltier LAB Thermal Chamber	1359	3975	8	496.9	needs-whisper	whisper-large-v3
1985	5uV4-RZYr_s	Canon 5D Mark II HD Video Documentary - Behind the Scenes	287	722	0	722.0	needs-whisper	whisper-large-v3
1986	yqomnM3WMX8	EEVblog #100 - Triple Digit Retrospective, Wonder Woman, and More Multimeter Destruction.	1272	2893	371	7.8	good	youtube-asr
1987	3-_dUB8vy8U	EEVblog #99 - $100 Multimeter Shootout - Extech Amprobe BK Precision Ideal UEi Uni-T PART 2of2	2799	6870	827	8.3	good	youtube-asr
1988	n3WGaiYF2sk	EEVblog #99 - $100 Multimeter Shootout - Extech Amprobe BK Precision Ideal UEi Uni-T PART 1of2	3255	9228	708	13.0	good	youtube-asr
1989	7nXQ5BhNdkk	EEVblog #98 - Microsoft InstaLoad Battery Technology - Patent Busting Time?	728	2053	117	17.5	good	youtube-asr
1990	U460PkQnwZA	EEVblog #97 - Live Show #2	4349	12109	9	1345.4	needs-whisper	whisper-large-v3
1991	XZJo3a3yJ_0	EEVblog #96 - The TI LaunchPad MSP430 Development Board	996	2755	1	2755.0	needs-whisper	whisper-large-v3
1992	b7UQVZaqxg0	EEVblog #95 - Linear Regulators, Closed Loops, Simulations, & Brand Shenanigans	931	2504	174	14.4	good	youtube-asr
1993	Ewyf9mzIfi0	EEVblog #94 - Near Death Multimeter Experience	750	2137	139	15.4	good	youtube-asr
1994	6JYG49zgEio	EEVblog #93 - PCB Autorouters Suck	356	907	0	907.0	needs-whisper	whisper-large-v3
1995	YuuYanGwg7k	EEVblog #92 - Get your MIT Engineering Degree for FREE	609	1592	0	1592.0	needs-whisper	whisper-large-v3
1996	vNlhtlKpntY	Product Design FAIL - IDEAL Multimeter - Redux	136	322	0	322.0	needs-whisper	whisper-large-v3
1997	ZoeUgMFLyAw	EEVblog #91 - $50 Multimeter Shootout - Extech EX330, Amprobe AM220, Elenco, Vichy VC99, GS Pro-50	3237	8724	853	10.2	good	youtube-asr
1998	eZNwQhXwZjk	Product Design FAIL - IDEAL Multimeter	59	120	0	120.0	needs-whisper	whisper-large-v3
1999	cM7t1Mpu7s4	EEVblog #90 - Linear and LDO regulators and Switch Mode Power Supply Tutorial	1024	2755	206	13.4	good	youtube-asr
2000	kgTiiPFFdvY	EEVblog #89 - EEVblog Live Screwup	3781	9788	11	889.8	needs-whisper	whisper-large-v3
2001	ZvoB3Zg1H4g	EEVblog #88 - There's More To Electronics Than Just Circuit Design	554	1593	4	398.2	needs-whisper	whisper-large-v3
2002	Qjj49bFimoo	EEVblog #87 - Let's hop on the Electronics Design Merry-Go-Round	1932	4985	420	11.9	good	youtube-asr
2003	Xh9FNRpta9s	EEVblog #86 - Buy a real Analog Oscilloscope PLEASE!	544	1349	89	15.2	good	youtube-asr
2004	9iDRynyBl0c	Proof that Telstra Bigpond is Throttling Youtube Bandwidth in Australia?	560	1469	19	77.3	needs-whisper	whisper-large-v3
2005	jUvSP3BQpvs	EEVblog #85 - High Voltage Oscilloscope Probe Design	291	572	44	13.0	good	youtube-asr
2006	M-FZP1U2dkM	EEVblog #84 - High Energy Multimeter Destruction	760	1682	211	8.0	good	youtube-asr
2007	KmiuZroNCHg	EEVblog #83 - Do You Suck At Hardware Or Software?	829	2315	0	2315.0	needs-whisper	whisper-large-v3
2008	dMUcGDqA4D0	EEVblog #82 - 10th Anniversary of GPS & Geocaching thanks to Bill Clinton	568	1568	0	1568.0	needs-whisper	whisper-large-v3
2009	rNmZ1JC2jkY	EEVblog #81 - Smart Tweezers LCR Meter Review And Teardown	1997	5845	358	16.3	good	youtube-asr
2010	DSPK6naD1G8	EEVblog #80 - Nokia E71 + Garmin Mobile XT = Embedded Hell	664	1929	126	15.3	good	youtube-asr
2011	IuwcNorI6ek	EEVblog #79 - Peak Oil Crisis & Career Options	832	2374	0	2374.0	needs-whisper	whisper-large-v3
2012	0DqHicC6QL4	EEVblog #78 - Fenix LD01 LED Keychain Flashlight And Victorinox Minichamp Review	1376	3751	312	12.0	good	youtube-asr
2013	R2dGKcMtAvg	EEVblog #77 - Rigol DS1052E DS1102E Oscilloscope Hack Update	680	1353	166	8.2	good	youtube-asr
2014	8yFHG-ZJIzo	EEVblog #76 - Publish And Be Damned!	569	1574	2	787.0	needs-whisper	whisper-large-v3
2015	gh1n_ELmpFI	EEVblog #75 - Digital Multimeter Buying Guide for Beginners	3118	9139	595	15.4	good	youtube-asr
2016	dwK7ANJh4eU	EEVblog #74 - Video Blogging Tools	1155	3183	2	1591.5	needs-whisper	whisper-large-v3
2017	NF0QbuoLsHw	EEVblog #73 - How to screw up your winning product	638	1666	0	1666.0	needs-whisper	whisper-large-v3
2018	g7b5YZENvjY	EEVblog #72 - Let's Design a Product	3063	9167	575	15.9	good	youtube-asr
2019	mBvUJ19NBos	EEVblog #71 - Happy Birthday to Us!	841	2539	4	634.8	needs-whisper	whisper-large-v3
2020	xABdbuoHKzw	The times they are a changing...	160	504	30	16.8	good	youtube-asr
2021	LnhXfVYWYXE	EEVblog #70 - Turn your Rigol DS1052E Oscilloscope into a 100MHz DS1102E (Hack)	663	1746	115	15.2	good	youtube-asr
2022	c_85ZD38Lh0	EEVblog #69 - Sex Toys, Telescopes, Cable TV, UHF Modulation, Renewable Energy, & Silly Shower Taps	769	1933	0	1933.0	needs-whisper	whisper-large-v3
2023	4dsUuqM1fh4	EEVblog #68 - I should be Selling Oscilloscopes	337	918	56	16.4	good	youtube-asr
2024	l2vvsexdguQ	EEVblog #67 - Hacking the Princeton Tec EOS LED Headlamp with a Cree XPG	1485	4255	5	851.0	needs-whisper	whisper-large-v3
2025	qlA7-fh5nDQ	EEVblog #66 - Death & Destruction of a Fluke Multimeter	1008	1578	230	6.9	good	youtube-asr
2026	Tto3_XSi5Jk	EEVblog #65 - Umm, I Design Computers	471	1277	0	1277.0	needs-whisper	whisper-large-v3
2027	vkYm021p5qk	EEVblog #64 - Fluke 28 Series II Multimeter Review & Teardown	1585	4273	334	12.8	good	youtube-asr
2028	DBftApUQ8QI	EEVblog #63 - Microchip PIC vs Atmel AVR	1453	4261	274	15.6	good	youtube-asr
2029	0UksWKuVFFo	EEVblog #61 - Crystal Oscillator Drift	1453	3929	212	18.5	good	youtube-asr
2030	3k9nVg03Wi4	EEVblog #60 - Fluke 117 Multimeter Review and Teardown	1208	3538	255	13.9	good	youtube-asr
2031	aJb_cjDuPY4	EEVblog #59 - Back to the Future Flux Capacitor T-Shirt Tanty	422	1148	0	1148.0	needs-whisper	whisper-large-v3
2032	hpZFiR8kM2g	EEVblog #58 - Warm and Fuzzy FPGA Troubleshooting	976	2607	166	15.7	good	youtube-asr
2033	vyx6kAdHzhg	EEVblog #57 - Agilent Thumbs Up Furore	766	2283	0	2283.0	needs-whisper	whisper-large-v3
2034	Zele19jm1MQ	EEVblog #56 - Agilent U1253A OLED Multimeter Review & Teardown	1655	4797	418	11.5	good	youtube-asr
2035	P8s3Xjeg0sk	EEVblog #55 - RCA Airnergy WiFi Charging Free Energy Harvesting Marketing BS	673	1820	15	121.3	needs-whisper	whisper-large-v3
2036	XpayYlJdbJk	EEVblog #54 - Electronics - When I was a boy...	1271	3576	258	13.9	good	youtube-asr
2037	Ejd5DCvqbpc	The Australian Mandatory Internet Filter Folly (abridged edition)	542	1345	0	1345.0	needs-whisper	whisper-large-v3
2038	MA7tl9HDm-o	The Australian Mandatory Internet Filter Folly	889	2245	193	11.6	good	youtube-asr
2039	8iiatoU4yd4	EEVblog #53 - Mr Murphy and Microchip PIC Silicon Bugs	378	1028	1	1028.0	needs-whisper	whisper-large-v3
2040	FXy2jHNpv_0	EEVblog #52 - Panasonic Plasma TV's Suck (and a Teardown)	810	2220	189	11.7	good	youtube-asr
2041	LXIoZBCr3Xk	EEVblog #51 - A tour of the EEVblog Electronics Lab	778	2118	175	12.1	good	youtube-asr
2042	GkVRX3h_A30	EEVblog #50 - Solid State Cree LED Lighting, and How Thermal Design Sucks.	1261	3550	14	253.6	needs-whisper	whisper-large-v3
2043	mLMfUi2yVu8	EEVblog #49 - Decibels (dB's) for Engineers - A Tutorial	1248	3136	261	12.0	good	youtube-asr
2044	bdcLvrDdGTA	EEVblog #48 - Solar Power Hope	684	1939	2	969.5	needs-whisper	whisper-large-v3
2045	sRe7rf98roI	EEVblog #15 Part 2 of 2 - Fluke 189/289 multimeter review	504	1504	0	1504.0	needs-whisper	whisper-large-v3
2046	nfnDVuTkkiE	EEVblog #15 Part 1 of 2 - Fluke 189/289 multimeter review	571	1621	2	810.5	needs-whisper	whisper-large-v3
2047	SrjTxxm8mAo	EEVblog #47 - Recruitment Consultants Suck, and Engineering Evil	370	1123	0	1123.0	needs-whisper	whisper-large-v3
2048	p25B25MnisA	EEVblog #46 - Gossen Metrawatt Xtra Multimeter Review	1353	3935	346	11.4	good	youtube-asr
2049	iHFm-kVTXW8	EEVblog #45 - Arduino, PICAXE, and idiot assembler programmers	1145	3299	240	13.7	good	youtube-asr
2050	nAlNP-Z4QAQ	EEVblog #44 - Part 2 - Logic Analyzer Tutorial	545	1422	89	16.0	good	youtube-asr
2051	TWKY6W1C9yM	EEVblog #44 Part 1 - Logic Analyzer Tutorial	578	1636	90	18.2	good	youtube-asr
2052	WUFrTDo03uA	EEVblog #43 - Fluke 233 Multimeter Review	596	1706	172	9.9	good	youtube-asr
2053	9jDsNe_bmtE	EEVblog #42 - Exploding Capacitors in High Speed	380	846	84	10.1	good	youtube-asr
2054	91iX5sUXrOo	EEVblog #41 - Pigs fly at Microchip in HD	587	1660	1	1660.0	needs-whisper	whisper-large-v3
2055	RUNqDK2Ryrg	EEVblog #40 - Dilbert and the world of micro managed Engineering	600	1735	120	14.5	good	youtube-asr
2056	LjfIS65mwn8	EEVblog #39 - Microchip PICkit 3 Programmer/Debugger Review	595	1801	139	13.0	good	youtube-asr
2057	-mavHYV-H6o	EEVblog #38 2of2 - Seismic Survey Boats & Relay Matrix Insulation Resistance Measurement	288	792	1	792.0	needs-whisper	whisper-large-v3
2058	fs2MfTW4o_Q	EEVblog #38 - LCR Meters, Transmission Lines, and Moving goal posts	600	1725	102	16.9	good	youtube-asr
2059	sO5iGwHpmHc	EEVblog #37 - Rigol DS1052E Oscilloscope Teardown	600	1625	119	13.7	good	youtube-asr
2060	OsAr35FyWnA	EEVblog #36 - It's Hardware Puzzle Time!	454	1383	2	691.5	needs-whisper	whisper-large-v3
2061	_ROhH9EkhtU	EEVblog #35 2of2 - NiMH and NiCd Battery Charging Tutorial	432	1078	68	15.9	good	youtube-asr
2062	gG6rta4PuSM	EEVblog #35 - Inside the Varta 15 minute NiMH Battery Charger	505	1284	100	12.8	good	youtube-asr
2063	TDDoi70cxw0	EEVblog #33 2of2 - Capacitor Tutorial (Ceramics and impedance)	375	1023	66	15.5	good	youtube-asr
2064	xlvqUts9H9c	EEVblog #33 1of2 - Capacitor Tutorial (Electrolytic, Tantalum, & Plastic Film)	600	1634	123	13.3	good	youtube-asr
2065	av5NQ_3mW9A	EEVblog #32 - Tandy 1000 Retro Computer time!	599	1518	5	303.6	needs-whisper	whisper-large-v3
2066	0N5CwjIM5mc	EEVblog #31 - Microcontroller Datasheet Utopia	479	1293	96	13.5	good	youtube-asr
2067	tF2krfxYc68	EEVblog #30 - Jaycar Bench Lab Power Supply Review	600	1674	0	1674.0	needs-whisper	whisper-large-v3
2068	m7ERMu825m4	EEVblog #29 - Audiophile Audiophoolery	598	1697	132	12.9	good	youtube-asr
2069	0bzo7FdIkjc	EEVblog #28 - Product design drives me NUTS!	594	1687	162	10.4	good	youtube-asr
2070	1nzx7O7ndfI	EEVblog #27 - More Engineering Job Interview Tips!	600	1881	162	11.6	good	youtube-asr
2071	U4JFeU-o2kc	EEVblog #26 - Multimeter Tutorial - Counts, Accuracy, Resolution & Calibration	597	1485	91	16.3	good	youtube-asr
2072	v1YrANSmOGY	EEVblog #25 - The Infinite Resistor Puzzle	544	1459	137	10.6	good	youtube-asr
2073	oibJUt6QkwI	EEVblog #24 - Chopper Operational Amplifiers	597	1426	119	12.0	good	youtube-asr
2074	bKQ4yaTlsIA	EEVblog #23 - GSM mobile phone audio design	596	1612	95	17.0	good	youtube-asr
2075	_VKX8AtlHac	EEVblog #22 - On Blogs and Video Blogging	598	1910	0	1910.0	needs-whisper	whisper-large-v3
2076	4pwI2NebT90	EEVblog #21 - The Unusual Oscilloscope Phenomenon - Part 3	599	1607	1	1607.0	needs-whisper	whisper-large-v3
2077	weJ4JdFat8o	EEVblog #20 - The Unusual Oscilloscope Phenomenon Part 2	464	1202	1	1202.0	needs-whisper	whisper-large-v3
2078	G6WH7kW-NVg	EEVblog #19 - Rigol caught with their pants down!	592	1592	100	15.9	good	youtube-asr
2079	da-YY2OWjJQ	EEVblog #18 - The Garmin Yellow Etrex GPS	599	1832	0	1832.0	needs-whisper	whisper-large-v3
2080	_pGk6GYDnes	EEVblog #17 - I hope your next project DOESN'T work!	564	1607	10	160.7	needs-whisper	whisper-large-v3
2081	S0TZMivVzVk	EEVblog #16 - CMOS SCR Latchup Tutorial	599	1488	113	13.2	good	youtube-asr
2082	sUG_sjS67K4	EEVblog #14 - An unusual oscilloscope phenomenon!	600	1503	104	14.5	good	youtube-asr
2083	JTG6jWL0ZqA	EEVblog #13 Part 1 of 2 - Digital storage Oscilloscope Tutorial	586	1394	69	20.2	good	youtube-asr
2084	Ev121xAt_k4	EEVblog #13 Part 2 of 2 - Comparison of PC Based Oscilloscopes	594	1526	85	18.0	good	youtube-asr
2085	9A1j2RkwJOc	EEVblog #12 Part 1 of 2 - Shanghai Special - PCB Assembly Factory Tour	592	1300	0	1300.0	needs-whisper	whisper-large-v3
